flavor,E_ND_GeV_bin_low,E_ND_GeV_bin_high,E_FD_GeV_bin_low,E_FD_GeV_bin_high,transfer_weight,conditional_EFD_given_END,fd_weight_sum,nd_weight_sum,event_count
nue,4.0,4.25,5.5,5.75,1.8547129546755443e-09,0.010803681802713828,8.108237829597097e-09,4.371694180038505,3
nue,4.0,4.25,5.75,6.0,3.5302749645746373e-10,0.002056381139583039,1.543328251656658e-09,4.371694180038505,2
nue,4.0,4.25,6.0,6.25,3.335282939151736e-10,0.001942798507218009,1.4580837013871363e-09,4.371694180038505,1
nue,4.25,4.5,4.0,4.25,4.658079654826518e-10,0.0027172062920800956,2.090776566973967e-09,4.488494662832969,4
nue,4.25,4.5,4.25,4.5,8.753339082834002e-08,0.5106101611624968,3.9289315755267654e-07,4.488494662832969,728
nue,4.25,4.5,4.5,4.75,5.031922266064302e-08,0.2935280599686755,2.258575623502e-07,4.488494662832969,436
nue,4.25,4.5,4.75,5.0,1.566230622960159e-08,0.09136322302144853,7.03001779192223e-08,4.488494662832969,151
nue,4.25,4.5,5.0,5.25,5.451347382958031e-09,0.03179944635326247,2.4468343633655595e-08,4.488494662832969,58
nue,4.25,4.5,5.25,5.5,4.078568611170321e-09,0.02379159034231911,1.830663344323606e-08,4.488494662832969,26
nue,4.25,4.5,5.5,5.75,3.925001949436275e-09,0.022895787070502736,1.761735030165372e-08,4.488494662832969,17
