flavor,E_ND_GeV_bin_low,E_ND_GeV_bin_high,E_FD_GeV_bin_low,E_FD_GeV_bin_high,transfer_weight,conditional_EFD_given_END,fd_weight_sum,nd_weight_sum,event_count
nue,6.0,6.25,7.25,7.5,9.264894283444677e-10,0.005605392528419704,6.181896408237816e-10,0.6672387421931159,1
nue,6.0,6.25,7.5,7.75,2.4167260198957383e-09,0.014621535400967806,1.6125332297406075e-09,0.6672387421931159,2
nue,6.0,6.25,7.75,8.0,7.922762184218968e-10,0.004793383560913716,5.286373874493447e-10,0.6672387421931159,1
nue,6.0,6.25,8.0,8.25,8.486112657683869e-10,0.005134218592402902,5.662263135822064e-10,0.6672387421931159,1
nue,6.0,6.25,8.25,8.5,1.4060717788782671e-09,0.00850693381124655,9.38185565171972e-10,0.6672387421931159,1
nue,6.0,6.25,8.75,9.0,1.2781452429173646e-09,0.007732960113410412,8.528280242242968e-10,0.6672387421931159,1
nue,6.25,6.5,6.25,6.5,4.743563011486636e-08,0.27877708610951873,3.947006595358118e-08,0.8320763497397126,55
nue,6.25,6.5,6.5,6.75,4.270289355406828e-08,0.2509630040672149,3.5532067791792636e-08,0.8320763497397126,43
nue,6.25,6.5,6.75,7.0,1.6510489421314212e-08,0.09703141119808814,1.3737987770103269e-08,0.8320763497397126,18
nue,6.25,6.5,7.0,7.25,5.4769731030305565e-08,0.3218792706380747,4.557259787192252e-08,0.8320763497397126,15
nue,6.25,6.5,7.25,7.5,2.9997990804682533e-09,0.01762968562959732,2.4960618688285704e-09,0.8320763497397126,2
nue,6.25,6.5,7.5,7.75,4.747220341314607e-09,0.02789920257550793,3.95004977301117e-09,0.8320763497397126,3
nue,6.25,6.5,8.0,8.25,4.745355799343932e-10,0.0027888244745365165,3.9484983317342745e-10,0.8320763497397126,1
nue,6.25,6.5,9.25,9.5,5.158309128599317e-10,0.0030315153074616215,4.292107030553957e-10,0.8320763497397126,1
nue,6.5,6.75,6.0,6.25,7.404914045826173e-10,0.004531633928693257,4.921510928586384e-10,0.6646276915746814,1
nue,6.5,6.75,6.5,6.75,7.826898480521385e-08,0.47898785173287095,5.20197346929831e-08,0.6646276915746814,71
nue,6.5,6.75,6.75,7.0,3.628062414059654e-08,0.22202892064947863,2.4113107471453337e-08,0.6646276915746814,31
nue,6.5,6.75,7.0,7.25,1.5855189757493213e-08,0.09703004708261902,1.0537798168001246e-08,0.6646276915746814,15
