flavor,E_ND_GeV_bin_low,E_ND_GeV_bin_high,E_FD_GeV_bin_low,E_FD_GeV_bin_high,transfer_weight,conditional_EFD_given_END,fd_weight_sum,nd_weight_sum,event_count
numu,1.0,1.25,0.5,0.75,3.7942374010091075e-13,2.4749909599456152e-06,1.5958591813497933e-10,420.6007723516093,1
numu,1.0,1.25,0.75,1.0,3.0481047113595005e-10,0.0019882866590203363,1.282035195806385e-07,420.6007723516093,86
numu,1.0,1.25,1.0,1.25,1.3157414805270225e-07,0.8582616019397632,5.5340188292471555e-05,420.6007723516093,25899
numu,1.0,1.25,1.25,1.5,1.8513006490843824e-08,0.12076082454425992,7.786584828599268e-06,420.6007723516093,4115
numu,1.0,1.25,1.5,1.75,1.657514406370421e-09,0.010812009735224703,6.971518395033183e-07,420.6007723516093,951
numu,1.0,1.25,1.75,2.0,8.090175059462658e-10,0.005277242307300606,3.4027338784697203e-07,420.6007723516093,439
numu,1.0,1.25,2.0,2.25,3.4622459226645807e-10,0.0022584320520967933,1.4562233091439328e-07,420.6007723516093,171
numu,1.0,1.25,2.25,2.5,9.798025663196313e-11,0.0006391277713744672,4.121057161461258e-08,420.6007723516093,43
numu,1.25,1.5,0.75,1.0,9.03361830095404e-13,5.919170302028371e-06,4.0836731848041313e-10,452.0528816645767,1
numu,1.25,1.5,1.0,1.25,3.471994243947039e-10,0.0022749826850016826,1.5695250030990823e-07,452.0528816645767,76
numu,1.25,1.5,1.25,1.5,1.2356883501533317e-07,0.8096700060946319,5.5859647952616016e-05,452.0528816645767,20857
numu,1.25,1.5,1.5,1.75,2.2099324579261112e-08,0.1448031800620059,9.990063358895795e-06,452.0528816645767,4134
numu,1.25,1.5,1.75,2.0,3.2315110227343242e-09,0.021174089317484497,1.4608138699578948e-06,452.0528816645767,1213
numu,1.25,1.5,2.0,2.25,1.9426368505184463e-09,0.01272889552129995,8.781745863046613e-07,452.0528816645767,722
numu,1.25,1.5,2.25,2.5,1.005983823883518e-09,0.0065915886373275195,4.547578864944944e-07,452.0528816645767,336
numu,1.25,1.5,2.5,2.75,3.534419737277847e-10,0.002315886242568883,1.597744627248607e-07,452.0528816645767,116
numu,1.25,1.5,2.75,3.0,6.311533038349712e-11,0.0004135556504188915,2.8531466977071684e-08,452.0528816645767,20
numu,1.25,1.5,3.0,3.25,3.3417808182836618e-12,2.189661895874402e-05,1.5106616487965365e-09,452.0528816645767,1
numu,1.5,1.75,1.0,1.25,2.2646344030155188e-12,1.4926317577436116e-05,1.0941296467424899e-09,483.1374306093645,2
numu,1.5,1.75,1.25,1.5,4.156698016238729e-10,0.002739700261607869,2.008256399384622e-07,483.1374306093645,65
numu,1.5,1.75,1.5,1.75,1.115071005363589e-07,0.7349488255272189,5.387325404783653e-05,483.1374306093645,16814
numu,1.5,1.75,1.75,2.0,2.8261739715820534e-08,0.18627452701745678,1.3654304310852164e-05,483.1374306093645,4471
numu,1.5,1.75,2.0,2.25,5.1445359200638994e-09,0.03390789119389486,2.4855178660972554e-06,483.1374306093645,1328
numu,1.5,1.75,2.25,2.5,3.2254188897425157e-09,0.021258895742487877,1.5583205950291081e-06,483.1374306093645,840
numu,1.5,1.75,2.5,2.75,1.9394392401817113e-09,0.012782940143692256,9.370156913243703e-07,483.1374306093645,477
numu,1.5,1.75,2.75,3.0,9.621897774013271e-10,0.006341840505527441,4.6486989681227357e-07,483.1374306093645,227
numu,1.5,1.75,3.0,3.25,2.3221646641885768e-10,0.00153055023798212,1.1219246693079267e-07,483.1374306093645,58
numu,1.5,1.75,3.25,3.5,3.0329471936691124e-11,0.00019990305255460954,1.4653303143231775e-08,483.1374306093645,8
numu,1.75,2.0,1.25,1.5,8.891583637614197e-12,5.8217412230707904e-05,4.675068888874043e-09,525.7858531631002,4
numu,1.75,2.0,1.5,1.75,3.2161114245534146e-10,0.002105740576864823,1.6909858892264108e-07,525.7858531631002,59
numu,1.75,2.0,1.75,2.0,1.0267202635519249e-07,0.672242417829428,5.39834989731492e-05,525.7858531631002,14979
numu,1.75,2.0,2.0,2.25,3.0480615919943975e-08,0.19957103867870646,1.6026276646404517e-05,525.7858531631002,4538
numu,1.75,2.0,2.25,2.5,8.275242353839814e-09,0.05418193373163539,4.351005361145088e-06,525.7858531631002,1639
