point_id,dm41_calc_eV2,Ue4_abs,Umu4_abs,Ue4Umu4_abs,Umu4_sq,chi2_FHC_app,FHC_app_max_abs_rel,FHC_app_n3_total,FHC_app_n4_total,chi2_RHC_app,RHC_app_max_abs_rel,RHC_app_n3_total,RHC_app_n4_total,chi2_FHC_dis,FHC_dis_max_abs_rel,FHC_dis_n3_total,FHC_dis_n4_total,chi2_RHC_dis,RHC_dis_max_abs_rel,RHC_dis_n3_total,RHC_dis_n4_total,chi2_appearance,chi2_disappearance,chi2_all,excluded_appearance_90cl_stat_only,excluded_disappearance_90cl_stat_only,excluded_all_90cl_stat_only
97968,84.94032572,0.074469756856,0.13962819942,0.01039807806104848,0.019496034073271284,9756.893618323413,0.02811599726226705,17976287.988847196,17563063.044733495,4662.615947830407,0.027927526740865016,8825871.142207071,8626187.636504568,728604.3465817913,0.05032260599885982,504470839.46441805,485361130.2657776,319425.0228860642,0.048275224871383,221111624.0829898,212734556.67993858,14419.50956615382,1048029.3694678554,1062448.8790340093,True,True,True
97985,22.237084236,0.038831060235,0.10730937975,0.00416693698885274,0.01151530298232971,4861.804554552256,0.023768076302962245,17976287.659578346,17701143.828093987,2175.020712748506,0.023108180132300433,8825871.019059304,8697385.151568634,282043.2834603554,0.04185686042721223,504470835.3183958,493045438.39216834,122721.99509737256,0.042159233805053854,221111622.52502483,216159223.35575783,7036.825267300763,404765.278557728,411802.10382502875,True,True,True
98008,32.258592283,0.030924021347,0.014566000355,0.0004504393059184296,0.00021216836634186016,12.898971161577974,0.0017466871831177922,17976287.92680638,17961883.160197806,7.212620945632714,0.001687855519813987,8825871.117005445,8818353.140782304,95.54856686848646,0.0006031867407845119,504470828.8191227,504254589.0121586,41.30278487711531,0.0005933847891711788,221111620.082412,221017940.1530242,20.111592107210686,136.85135174560176,156.96294385281246,True,True,True
98046,5.0145886171,0.010500747621,0.074743834652,0.0007848661439064064,0.005586640818485517,2303.9555988994803,0.016650255490921615,17976287.624046594,17796185.987644088,997.9874001785465,0.016646050893584095,8825871.004842618,8744938.518031292,121823.81991551838,0.021204575267236105,504470832.3852691,497029860.14527214,50780.36106199001,0.021184458051167185,221111621.42253703,217956377.3552223,3301.942999078027,172604.1809775084,175906.12397658642,True,True,True
98083,34.353149782,0.01900642307,0.015879648145,0.00030181531084661075,0.00025216322520900196,5.624700547960795,0.0008846626408409733,17976287.828551568,17966559.44768093,2.7817078711785745,0.0008814227831605283,8825871.07995743,8821102.997750638,129.98992508302308,0.0007213201277693003,504470828.94118965,504218607.4293725,56.07918641639982,0.0006990347368176251,221111620.12801507,221002433.87067464,8.40640841913937,186.0691114994229,194.47551991856227,True,True,True
98189,6.7616251071,0.0039868384638,0.0087894896032,3.5042275227207955e-05,7.725512748476088e-05,0.6077979287686419,0.00025402320776873324,17976287.769216213,17973286.465633158,0.2696477840787705,0.0002494983126851004,8825871.059047166,8824484.714284157,28.39140578236536,0.00029404125655950903,504470828.83287007,504356547.47645885,12.13314527778843,0.000293788169931063,221111620.08792257,221062184.51198626,0.8774457128474125,40.52455106015379,41.4019967730012,False,True,True
98216,36.706631768,0.016756418058,0.072671188778,0.001217708819936006,0.005281101678407713,967.0864427619154,0.009627846370529788,17976287.667661674,17850562.161685698,430.5207196212217,0.009640499215591873,8825871.021606512,8767805.638479741,53629.9775841434,0.014836719171368135,504470831.9806104,499329817.70450014,23394.382873176794,0.014489373338206782,221111621.27077368,218872139.04398197,1397.6071623831372,77024.3604573202,78421.96761970334,True,True,True
98240,63.881779786,0.12342310107,0.13315618189,0.016434548895504775,0.017730568775522766,5489.217418782028,0.03344217765856454,17976289.535024066,17671892.039302938,3209.084726836828,0.033275570414824346,8825871.716998093,8661859.440002603,618382.2644635161,0.04317966763049217,504470837.6598216,486892052.1382422,270729.18908744736,0.04352232432410822,221111623.40487033,213410927.9859172,8698.302145618856,889111.4535509634,897809.7556965823,True,True,True
98259,62.057633,0.0086515992593,0.022490466958,0.0001945785072751439,0.0005058211039888897,10.55483519740461,0.0009265215060590476,17976287.76587813,17962937.540065303,4.782598837900898,0.0008983444667689566,8825871.057282519,8819600.98159734,530.3366327191202,0.0013225200077785861,504470829.11338824,503955712.1883265,233.73090476323316,0.0013494964178539465,221111620.19304487,220885310.64671153,15.33743403530551,764.0675374823534,779.4049715176589,True,True,True
98270,62.017249143,0.080524166217,0.091953803683,0.007404503372055279,0.008455502011771705,2775.863387496496,0.018057340171354512,17976288.50626295,17754810.156394478,1423.192570719483,0.01748736764543447,8825871.333771098,8714698.42942937,145876.5327892688,0.021976046399745784,504470833.03984606,495927567.95856845,64304.31767477545,0.02241518166794417,221111621.66880637,217357879.73001856,4199.055958215979,210180.85046404426,214379.90642226025,True,True,True
