point_id,backend,asimov_mode,detector_mode,source_model,dm41_eV2,sin2_theta14_eff,sin2_theta24_eff,theta14_rad_eff,theta24_rad_eff,chi2_min,chi2_stat,chi2_prior,chi2_pulls_norm,chi2_pulls_shape,chi2_ND,chi2_FD,chi2_FHC_app,chi2_RHC_app,chi2_FHC_dis,chi2_RHC_dis,n_component_rows,minimizer_status,pull_01_ND_fiducial_volume,pull_02_FD_fiducial_volume,pull_03_flux_FHC_signal,pull_04_flux_RHC_signal,pull_05_flux_FHC_background,pull_06_flux_RHC_background,pull_07_ND_flux_FHC_signal,pull_08_ND_flux_RHC_signal,pull_09_ND_flux_FHC_background,pull_10_ND_flux_RHC_background,pull_11_xsec_nue_CC,pull_12_xsec_numu_CC,pull_13_xsec_nutau_CC,pull_14_xsec_nuebar_CC,pull_15_xsec_numubar_CC,pull_16_xsec_nutaubar_CC,pull_17_ND_xsec_nue_CC,pull_18_ND_xsec_numu_CC,pull_19_ND_xsec_nutau_CC,pull_20_ND_xsec_nuebar_CC,pull_21_ND_xsec_numubar_CC,pull_22_ND_xsec_nutaubar_CC,pull_23_xsec_nu_NC,pull_24_xsec_nubar_NC,pull_25_ND_xsec_nu_NC,pull_26_ND_xsec_nubar_NC
11,analytic_3p1,standard3nu,ND+FD,point,0.1,0,0.000464158883361,0,0.0215460139152,0.00963991778308,0.00817395178344,0,0.00146596599964,0,0.00706329805329,0.00111065373015,0.000108303485138,3.38287979149e-005,0.00592661379605,0.00210520570433,1472,0,-0.000181607586113,0.000190797086233,0.0002119754191,0.000226846614237,0.000217840710714,0.00030706310225,-1.29930793042e-005,-1.0939982191e-005,-1.85076361476e-005,-0.000109596170953,-1.3679334215e-005,0.000400864140434,0,-1.36793342144e-005,0.000288224410133,0,5.16543816569e-006,-0.000415654048888,0,5.16543816569e-006,-0.000320662151927,0,3.59831290961e-005,3.59831290961e-005,-1.91502646695e-005,-1.91502646695e-005
12,analytic_3p1,standard3nu,ND+FD,point,0.1,0,0.000681292069058,0,0.0261045368649,0.0207638091887,0.0176085391107,0,0.00315527007796,0,0.0152109039665,0.00239763514424,0.000233278229228,7.28250756538e-005,0.0127673016306,0.00453513417525,1472,0,-0.000266440774009,0.000279923514862,0.000310996878461,0.00033281877527,0.000319625295782,0.000450576987373,-1.90614415263e-005,-1.60474548649e-005,-2.71753070504e-005,-0.000160865379252,-1.9977655425e-005,0.000588091869637,0,-1.9977655425e-005,0.000422796470066,0,7.48501945185e-006,-0.000609793301524,0,7.48501945185e-006,-0.000470395566053,0,5.27850574483e-005,5.27850574483e-005,-2.80838907538e-005,-2.80838907538e-005
13,analytic_3p1,standard3nu,ND+FD,point,0.1,0,0.001,0,0.0316280494376,0.0447192761406,0.0379311163666,0,0.00678815977396,0,0.032750341239,0.0051807751276,0.000502410798671,0.000156717516342,0.0275025859357,0.00976940211593,1472,0,-0.000390817216835,0.000410595108231,0.000456178334794,0.000488195507054,0.000468884872353,0.000661076405504,-2.79572751473e-005,-2.35323780313e-005,-3.99091061973e-005,-0.000236118431674,-2.91059123708e-005,0.00086256255379,0,-2.91059123719e-005,0.000620022215954,0,1.07779630649e-005,-0.000894400424695,0,1.07779630649e-005,-0.000689860136258,0,7.74112079362e-005,7.74112079362e-005,-4.11679931118e-005,-4.11679931118e-005
14,analytic_3p1,standard3nu,ND+FD,point,0.1,0,0.00146779926762,0,0.0383212470469,0.0962975017289,0.0817033836071,0,0.0145941181219,0,0.0704934311087,0.0112099524984,0.00108186788293,0.000337071731404,0.0592408195731,0.0210436244196,1472,0,-0.000573071718097,0.000602075699514,0.000668926216066,0.000715893023004,0.000687667044798,0.000969723641465,-4.09902168553e-005,-3.44932814314e-005,-5.86244768809e-005,-0.000346574938373,-4.22536051125e-005,0.0012646933656,0,-4.22536051096e-005,0.000908866001447,0,1.53706607539e-005,-0.00131139164418,0,1.53706607539e-005,-0.00101131374536,0,0.000113480581454,0.000113480581454,-6.03111217999e-005,-6.03111217999e-005
15,analytic_3p1,standard3nu,ND+FD,point,0.1,0,0.00215443469003,0,0.0464325711818,0.207318252059,0.175972578809,0,0.0313456732497,0,0.151667960893,0.0243046179162,0.00232911684334,0.000724415616868,0.127594167311,0.0453248790378,1472,0,-0.000839927383955,0.0008824434121,0.000980444833232,0.00104932245533,0.00100814763019,0.00142205806284,-6.00674765053e-005,-5.05268552936e-005,-8.61486116241e-005,-0.000508702629436,-6.10117052056e-005,0.00185335224615,0,-6.10117052002e-005,0.00133144386445,0,2.15934311001e-005,-0.00192182419629,0,2.15934311001e-005,-0.00148168671586,0,0.000166257753663,0.000166257753663,-8.82766276523e-005,-8.82766276523e-005
16,analytic_3p1,standard3nu,ND+FD,point,0.1,0,0.00316227766017,0,0.0562638127644,0.446188780434,0.378960775148,0,0.0672280052867,0,0.32610925288,0.0528515222679,0.00501264149569,0.00155509961838,0.274781638255,0.0976113957787,1472,0,-0.00123020191937,0.00129248629608,0.00143607057426,0.00153703950319,0.00147715521794,0.00208448943404,-8.79559663243e-005,-7.39428625203e-005,-0.000126665840228,-0.000746671116081,-8.73817969241e-005,0.00271396158475,0,-8.73817969216e-005,0.00194871758034,0,2.96108383849e-005,-0.00281431024184,0,2.96108383849e-005,-0.00216896429098,0,0.000243368273128,0.000243368273128,-0.000129038944215,-0.000129038944215
17,analytic_3p1,standard3nu,ND+FD,point,0.1,0,0.00464158883361,0,0.0681820219235,0.959835409194,0.81595602979,0,0.143879379404,0,0.700529678059,0.115426351731,0.0107830507043,0.00333277457838,0.591660564107,0.2101796404,1472,0,-0.00179999658037,0.00189115774057,0.00210134621653,0.00224926961413,0.00216256798727,0.00305355925942,-0.000128646919871,-0.000108058729035,-0.000186394834749,-0.00109595026403,-0.000123583801745,0.00396978212059,0,-0.00012358380176,0.00284832536702,0,3.89751265493e-005,-0.00411674164398,0,3.89751265493e-005,-0.003171001421,0,0.00035578667583,0.00035578667583,-0.000188256934261,-0.000188256934261
18,analytic_3p1,standard3nu,ND+FD,point,0.1,0,0.00681292069058,0,0.0826344305907,2.06312864363,1.75010396019,0,0.313024683442,0,1.5027693702,0.247334589997,0.0231178663008,0.00722494343731,1.2705361406,0.449225009856,1472,0,-0.00265444819061,0.00278882760494,0.00309697805708,0.00331279971943,0.00318998201016,0.00451101121793,-0.000189771067345,-0.00015879680423,-0.000277694144509,-0.00162590182857,-0.000179209722751,0.00586826997934,0,-0.000179209722751,0.00419032411082,0,5.5385692086e-005,-0.00608332222043,0,5.5385692086e-005,-0.00466272554828,0,0.000521777891615,0.000521777891615,-0.000276462974011,-0.000276462974011
19,analytic_3p1,standard3nu,ND+FD,point,0.1,0,0.01,0,0.100167421162,4.4304416528,3.75971346521,0,0.670728187595,0,3.21719010867,0.542523356532,0.0495812402077,0.0154885180235,2.73112238727,0.963521319707,1472,0,-0.00388620834681,0.00408299951275,0.00453326225946,0.00484828301502,0.00467495119143,0.00662106604013,-0.000277716476836,-0.00023168304938,-0.00041199706772,-0.00239784816413,-0.000246377999529,0.00859667344782,0,-0.000246377999529,0.00611832129314,0,6.54671545152e-005,-0.00891083766516,0,6.54671545152e-005,-0.0068089804468,0,0.000761059027426,0.000761059027426,-0.000402279155942,-0.000402279155942
20,analytic_3p1,standard3nu,ND+FD,point,0.1,0,0.0146779926762,0,0.121451120659,9.50056030671,8.06753701395,0,1.43302329276,0,6.86686233867,1.20067467528,0.106120210578,0.0331222893051,5.86568818731,2.06260632676,1472,0,-0.00568178247636,0.00596962255463,0.00662611704862,0.00708473414236,0.00684551021543,0.00971629617588,-0.000405775955319,-0.00033700619288,-0.000614400366819,-0.00354317583362,-0.000325101013038,0.0125791038184,0,-0.000325101013038,0.00890964965194,0,6.13527718248e-005,-0.0130370509982,0,6.13527718248e-005,-0.00991754132401,0,0.00110680314645,0.00110680314645,-0.000582965754309,-0.000582965754309
21,analytic_3p1,standard3nu,ND+FD,point,0.1,0,0.0215443469003,0,0.147312149232,20.3327948426,17.2854505114,0,3.04734433122,0,14.5917700549,2.69368045647,0.226471881118,0.070567373829,12.5846921237,4.40371913272,1472,0,-0.00828868585052,0.00870887907849,0.00966298973089,0.0103281157243,0.0100105206361,0.0142517255408,-0.000591372064848,-0.000487927976444,-0.000923318886501,-0.00524892348325,-0.000396503600581,0.0183698170693,0,-0.000396503600583,0.0129206366342,0,1.31886823989e-005,-0.0190352293857,0,1.31886823989e-005,-0.0143875000961,0,0.00160273811667,0.00160273811667,-0.000839813591334,-0.000839813591334
22,analytic_3p1,standard3nu,ND+FD,point,0.1,0,0.0316227766017,0,0.178778770218,43.4026025805,36.9730946609,0,6.42950791959,0,30.80196859,6.17112607098,0.481365309456,0.149473643813,26.9722566838,9.36999902386,1472,0,-0.0120472317402,0.0126586504236,0.0140386442698,0.0149979314631,0.0146067783918,0.0208807138131,-0.000858162006587,-0.000701232722416,-0.00140388349921,-0.00780017523645,-0.000402001020867,0.0267300290159,0,-0.000402001020864,0.0186128618974,0,-0.00015259271567,-0.0276925157386,0,-0.00015259271567,-0.020739334496,0,0.00230685180401,0.00230685180401,-0.00119978594122,-0.00119978594122
23,analytic_3p1,standard3nu,ND+FD,point,0.1,0,0.0464158883361,0,0.217145940847,92.3577123529,78.977253431,0,13.3804589218,0,64.3764380985,14.6008153325,1.01770218607,0.313722505536,57.7847572249,19.8610715146,1472,0,-0.0173980369304,0.0182827417404,0.0202643985928,0.0216369948035,0.0212341212291,0.0305148748543,-0.00123587841092,-0.000995631659773,-0.00217362789705,-0.011630768057,-0.000183256521703,0.0386303738847,0,-0.000183256521693,0.026517070238,0,-0.000614193685267,-0.0400139539431,0,-0.000614193685267,-0.0295825465096,0,0.00329377066637,0.00329377066637,-0.00169592381251,-0.00169592381251
24,analytic_3p1,standard3nu,ND+FD,point,0.1,0,0.0681292069058,0,0.2640742499,195.946093758,168.793335475,0,27.1527582826,0,132.530593545,36.2627419299,2.13840895503,0.64888400059,124.015085915,41.9909566041,1472,0,-0.0248315181376,0.0260988279173,0.028914220338,0.0308566784258,0.0306687318999,0.0443439025997,-0.00175450493872,-0.00138433629866,-0.00346378078921,-0.0173912608266,0.000664582082592,0.0550700837824,0,0.000664582082591,0.0370501602864,0,-0.00180235493263,-0.0570439986248,0,-0.00180235493263,-0.0414357716937,0,0.00466332508407,0.00466332508407,-0.00237486613965,-0.00237486613965
25,analytic_3p1,standard3nu,ND+FD,point,0.1,0,0.1,0,0.321750554397,415.434261076,362.812168647,0,52.6220924293,0,266.553666785,96.2585018619,4.47121069036,1.31299603678,267.993319896,89.0346420232,1472,0,-0.034687461338,0.0364708063092,0.040412789756,0.043119123504,0.0438415817745,0.0637441541987,-0.00242403811191,-0.00185244825321,-0.00578882928501,-0.0260488569388,0.00313148581468,0.0764205756301,0,0.00313148581468,0.0499402666438,0,-0.00474339905968,-0.0792195759685,0,-0.00474339905968,-0.0561576974943,0,0.00660096419258,0.00660096419258,-0.00335816353988,-0.00335816353988
26,analytic_3p1,standard3nu,ND+FD,point,0.133352143216,0,1e-005,0,0.00316228293065,2.3921808369e-005,2.3921808369e-005,0,0,0,1.63934502933e-005,7.5283580757e-006,4.12355429168e-007,1.25213991038e-007,1.7031818961e-005,6.35241998782e-006,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,analytic_3p1,standard3nu,ND+FD,point,0.133352143216,0,1.46779926762e-005,0,0.00383119622197,5.15922524676e-005,5.15922524676e-005,0,0,0,3.53730440012e-005,1.62192084664e-005,8.87988077033e-007,2.69270444666e-007,3.67374530035e-005,1.36975409424e-005,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,analytic_3p1,standard3nu,ND+FD,point,0.133352143216,0,2.15443469003e-005,0,0.00464160550044,0.000111105842403,0.000111105842403,0,0,0,7.61633804686e-005,3.49424619342e-005,1.91316101023e-006,5.80800255096e-007,7.91111028704e-005,2.95007782671e-005,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,analytic_3p1,standard3nu,ND+FD,point,0.133352143216,0,3.16227766017e-005,0,0.00562344289032,0.000239368775352,0.000239368775352,0,0,0,0.000164089923986,7.5278851366e-005,4.12184888279e-006,1.2515703304e-006,0.000170428562584,6.35667935545e-005,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,analytic_3p1,standard3nu,ND+FD,point,0.133352143216,0,4.64158883361e-005,0,0.00681297339631,0.000515686896603,0.000515686896603,0,0,0,0.000353511124359,0.000162175772244,8.87937631567e-006,2.69642055618e-006,0.000367163247648,0.000136947852083,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,analytic_3p1,standard3nu,ND+FD,point,0.133352143216,0,6.81292069058e-005,0,0.00825413557911,0.000534853770654,0.000504324273777,0,3.05294968777e-005,0,0.000485934481558,1.83897922188e-005,6.84358690146e-006,1.70643565746e-006,0.000366628683021,0.000129145568197,1472,0,-2.58262241734e-005,2.72562832115e-005,3.25134408361e-005,3.60519032889e-005,3.50539307846e-005,4.56593152007e-005,-2.1173113173e-006,-1.20577088013e-006,-4.56511572601e-006,-1.56627260315e-005,-2.60771347919e-006,6.21191656693e-005,0,-2.60771347901e-006,3.00626899758e-005,0,3.69627667135e-007,-6.6009982702e-005,0,3.69627667135e-007,-3.85938390488e-005,0,7.48302075826e-006,7.48302075826e-006,-3.05832317131e-006,-3.05832317131e-006
32,analytic_3p1,standard3nu,ND+FD,point,0.133352143216,0,0.0001,0,0.0100001666742,0.0011522123414,0.00108644799721,0,6.57643441921e-005,0,0.00104682480564,3.96231915702e-005,1.47433962833e-005,3.67556459562e-006,0.000789820996697,0.000278208039631,1472,0,-3.79051131298e-005,4.00040285058e-005,4.77200720191e-005,5.29137026456e-005,5.14493144418e-005,6.70160314799e-005,-3.10752977044e-006,-1.7696622572e-006,-6.70073634562e-006,-2.29899154844e-005,-3.82542972152e-006,9.11711557597e-005,0,-3.82542972122e-006,4.41218928737e-005,0,5.40507171756e-007,-9.68818507934e-005,0,5.40507171756e-007,-5.66434420562e-005,0,1.09827375192e-005,1.09827375192e-005,-4.48839515881e-006,-4.48839515881e-006
33,analytic_3p1,standard3nu,ND+FD,point,0.133352143216,0,0.000146779926762,0,0.0121155729858,0.00248216832876,0.0023405130358,0,0.000141655292953,0,0.00225513601838,8.53770174195e-005,3.17598329456e-005,7.91816543317e-006,0.00170149897405,0.000599336063373,1472,0,-5.56315501669e-005,5.8712071277e-005,7.00368058678e-005,7.76597408092e-005,7.55112602515e-005,9.83603174671e-005,-4.56068362388e-006,-2.59714870651e-006,-9.8354815812e-006,-3.37449108301e-005,-5.61024161877e-006,0.000133805337587,0,-5.61024161872e-006,6.47532504135e-005,0,7.88930274709e-007,-0.00014218697145,0,7.88930274709e-007,-8.31313733377e-005,0,1.61186862998e-005,1.61186862998e-005,-6.58678007695e-006,-6.58678007695e-006
34,analytic_3p1,standard3nu,ND+FD,point,0.133352143216,0,0.000215443469003,0,0.0146785197736,0.00534695016195,0.00504185696444,0,0.000305093197518,0,0.00485788154278,0.00018397542166,6.84160612834e-005,1.70558687449e-005,0.00366529891215,0.00129108612225,1472,0,-8.16439976217e-005,8.61650125704e-005,0.000102785578637,0.000113973930329,0.000110822432555,0.00014436078203,-6.69299113949e-006,-3.81131683633e-006,-1.44368258997e-005,-4.95314651925e-005,-8.22453665939e-006,0.000196365728794,0,-8.22453665916e-006,9.5025746784e-005,0,1.1484562551e-006,-0.000208667164121,0,1.1484562551e-006,-0.00012199899232,0,2.36551865062e-005,2.36551865062e-005,-9.66530590289e-006,-9.66530590289e-006
35,analytic_3p1,standard3nu,ND+FD,point,0.133352143216,0,0.000316227766017,0,0.0177837314693,0.0115174064007,0.0108603998441,0,0.000657006556553,0,0.0104639221071,0.000396477737055,0.000147373930575,3.6735806837e-005,0.00789519168818,0.00278109841855,1472,0,-0.000119811252163,0.000126445962898,0.000150837586147,0.00016725857669,0.000162637204477,0.00021186588984,-9.8214319041e-006,-5.59257599784e-006,-2.11910353716e-005,-7.27037757437e-005,-1.20500539582e-005,0.000288152982339,0,-1.20500539581e-005,0.000139437731028,0,1.66516062151e-006,-0.00030620660513,0,1.66516062151e-006,-0.000179024408913,0,3.47128555185e-005,3.47128555185e-005,-1.41807691588e-005,-1.41807691588e-005
36,analytic_3p1,standard3nu,ND+FD,point,0.133352143216,0,0.000464158883361,0,0.0215460139152,0.0248064468282,0.0233919074267,0,0.00141453940146,0,0.0225373584369,0.000854548989781,0.000317429223618,7.91137202589e-005,0.0170051114952,0.00599025298763,1472,0,-0.000175803395796,0.000185539165649,0.00022133248575,0.000245432480648,0.000238658693951,0.000310918937049,-1.44104279764e-005,-8.20517680691e-006,-3.1105629755e-005,-0.000106717833868,-1.7639845236e-005,0.0004227945641,0,-1.7639845236e-005,0.000204578292375,0,2.39986366096e-006,-0.000449288454076,0,2.39986366096e-006,-0.00026267360799,0,5.093380761e-005,5.093380761e-005,-2.08016744401e-005,-2.08016744401e-005
37,analytic_3p1,standard3nu,ND+FD,point,0.133352143216,0,0.000681292069058,0,0.0261045368649,0.0534215685872,0.0503770017179,0,0.00304456686936,0,0.0485347779222,0.0018422237957,0.000683637536003,0.000170346425053,0.0366220293282,0.0129009884286,1472,0,-0.000257924582331,0.000272209020529,0.00032472771131,0.000360095799489,0.000350173601282,0.000456242337496,-2.11398474412e-005,-1.20357925654e-005,-4.56599111573e-005,-0.000156647418015,-2.57900272511e-005,0.000620241100397,0,-2.57900272515e-005,0.00030008962934,0,3.42716697714e-006,-0.000659117595802,0,3.42716697714e-006,-0.000385340382487,0,7.47224529235e-005,7.47224529235e-005,-3.05049760957e-005,-3.05049760957e-005
38,analytic_3p1,standard3nu,ND+FD,point,0.133352143216,0,0.001,0,0.0316280494376,0.115022763884,0.108472816205,0,0.00654994767823,0,0.104500198201,0.00397261800454,0.00147208189441,0.000366687497287,0.0788543011456,0.0277797456681,1472,0,-0.000378324024215,0.000399278392567,0.000476324950095,0.000528225564112,0.000513705571781,0.000669404403276,-3.10037006155e-005,-1.76494112628e-005,-6.70261812875e-005,-0.000229942118634,-3.76354152356e-005,0.000909664609142,0,-3.76354152363e-005,0.000440061524717,0,4.82496393549e-006,-0.000966703320263,0,4.82496393549e-006,-0.000565146163901,0,0.000109595279068,0.000109595279068,-4.47154081864e-005,-4.47154081864e-005
39,analytic_3p1,standard3nu,ND+FD,point,0.133352143216,0,0.00146779926762,0,0.0383212470469,0.247586195859,0.23350437217,0,0.0140818236888,0,0.224933944434,0.00857042773585,0.00316907174183,0.00078901692464,0.169742744791,0.0598035387131,1472,0,-0.000554748966331,0.000585479227247,0.00069848116684,0.000774633616551,0.000753415353833,0.000981974171334,-4.54525956259e-005,-2.58697852753e-005,-9.83950002267e-005,-0.000337541342699,-5.47690250172e-005,0.00133364358179,0,-5.47690250156e-005,0.000645039201847,0,6.6394905209e-006,-0.00141731282035,0,6.6394905209e-006,-0.000828538430047,0,0.000160686329143,0.000160686329143,-6.55042082263e-005,-6.55042082263e-005
40,analytic_3p1,standard3nu,ND+FD,point,0.133352143216,0,0.00215443469003,0,0.0464325711818,0.532704571719,0.502459707173,0,0.0302448645454,0,0.483957949007,0.0185017581666,0.00681988113739,0.00169677131303,0.365245855653,0.12869719907,1472,0,-0.000813064881782,0.000858113532847,0.00102379027907,0.00113550811093,0.00110456622078,0.0014400968481,-6.65976435355e-005,-3.78940959649e-005,-0.000144453710037,-0.000495512329687,-7.93725045521e-005,0.00195415737454,0,-7.93725045515e-005,0.000944886594704,0,8.79189949345e-006,-0.0020768545488,0,8.79189949345e-006,-0.00121401122172,0,0.000235471931654,0.000235471931654,-9.58682232005e-005,-9.58682232005e-005
41,analytic_3p1,standard3nu,ND+FD,point,0.133352143216,0,0.00316227766017,0,0.0562638127644,1.14545569208,1.08059017934,0,0.0648655127442,0,1.04060951556,0.0399806637797,0.0146688003112,0.00364577109841,0.785465822044,0.276809785886,1472,0,-0.0011908407986,0.00125683989583,0.00149961598131,0.00166346889887,0.00161848621488,0.00211109036362,-9.7498574737e-005,-5.54539005407e-005,-0.000212090929957,-0.000727460382505,-0.000114310655154,0.00286106507469,0,-0.000114310655159,0.00138280857508,0,1.08503676993e-005,-0.00304091714099,0,1.08503676993e-005,-0.00177736496343,0,0.000344796997714,0.000344796997714,-0.00014011211097,-0.00014011211097
