point_id,backend,asimov_mode,detector_mode,source_model,dm41_eV2,sin2_theta14_eff,sin2_theta24_eff,theta14_rad_eff,theta24_rad_eff,chi2_min,chi2_stat,chi2_prior,chi2_pulls_norm,chi2_pulls_shape,chi2_ND,chi2_FD,chi2_FHC_app,chi2_RHC_app,chi2_FHC_dis,chi2_RHC_dis,n_component_rows,minimizer_status,pull_01_ND_fiducial_volume,pull_02_FD_fiducial_volume,pull_03_flux_FHC_signal,pull_04_flux_RHC_signal,pull_05_flux_FHC_background,pull_06_flux_RHC_background,pull_07_ND_flux_FHC_signal,pull_08_ND_flux_RHC_signal,pull_09_ND_flux_FHC_background,pull_10_ND_flux_RHC_background,pull_11_xsec_nue_CC,pull_12_xsec_numu_CC,pull_13_xsec_nutau_CC,pull_14_xsec_nuebar_CC,pull_15_xsec_numubar_CC,pull_16_xsec_nutaubar_CC,pull_17_ND_xsec_nue_CC,pull_18_ND_xsec_numu_CC,pull_19_ND_xsec_nutau_CC,pull_20_ND_xsec_nuebar_CC,pull_21_ND_xsec_numubar_CC,pull_22_ND_xsec_nutaubar_CC,pull_23_xsec_nu_NC,pull_24_xsec_nubar_NC,pull_25_ND_xsec_nu_NC,pull_26_ND_xsec_nubar_NC
15,analytic_3p1,standard3nu,ND+FD,uniform,0.1,0,0.00215443469003,0,0.0464325711818,0.130167357123,0.0987711093417,0,0.0313962477809,0,0.0744752945695,0.0242958147722,0.00129097773272,0.000491449634113,0.0711490741274,0.0258396078474,1472,0,-0.000842190351334,0.00088350172465,0.000959165137484,0.00100477317189,0.000986239277946,0.00140434910319,-6.00892006927e-005,-5.08139691316e-005,-8.60046334817e-005,-0.000510177526108,-4.78862757824e-005,0.00187393663764,0,-4.78862757834e-005,0.00137571224114,0,1.99849677526e-005,-0.00192243766915,0,1.99849677526e-005,-0.00148144246062,0,0.000144034305315,0.000144034305315,-8.93084572514e-005,-8.93084572514e-005
16,analytic_3p1,standard3nu,ND+FD,uniform,0.1,0,0.00316227766017,0,0.0562638127644,0.280300857511,0.212964157643,0,0.0673366998688,0,0.160131721008,0.0528324366341,0.00278049613104,0.00105435147945,0.15341470409,0.0557146059421,1472,0,-0.00123352032184,0.00129403827408,0.00140486739565,0.0014717156054,0.00144502998305,0.00205852216736,-8.79878836986e-005,-7.43638278463e-005,-0.00012645457202,-0.000748833926674,-6.81368608582e-005,0.00274414635324,0,-6.81368608643e-005,0.00201363051804,0,2.72536587788e-005,-0.00281521066989,0,2.72536587788e-005,-0.00216860692673,0,0.00021078177875,0.00021078177875,-0.000130552118619,-0.000130552118619
17,analytic_3p1,standard3nu,ND+FD,uniform,0.1,0,0.00464158883361,0,0.0681820219235,0.603478786283,0.459366070087,0,0.144112716196,0,0.343981216318,0.115384853769,0.00598811824145,0.00225761367813,0.330942558928,0.120177779239,1472,0,-0.00180486047105,0.00189343268131,0.00205561330733,0.00215352837442,0.00211548315738,0.00301550039434,-0.000128693833682,-0.000108675629362,-0.00018608486645,-0.0010991204419,-9.53803789629e-005,0.00401402482997,0,-9.53803789614e-005,0.00294346628841,0,3.5523261979e-005,-0.00411806321698,0,3.5523261979e-005,-0.00317047934628,0,0.000308027472588,0.000308027472588,-0.000190475062789,-0.000190475062789
18,analytic_3p1,standard3nu,ND+FD,uniform,0.1,0,0.00681292069058,0,0.0826344305907,1.29865891635,0.985130297771,0,0.313528618576,0,0.737890098525,0.247240199246,0.012833349128,0.00491654190671,0.711230785255,0.256149621481,1472,0,-0.00266156344905,0.00279215015535,0.00302997737577,0.00317254240586,0.00312103332966,0.00445524198166,-0.000189842915197,-0.000159694629094,-0.000277275754387,-0.00163053943454,-0.000137918099986,0.00593309179915,0,-0.000137918099986,0.00432970030772,0,5.03522953376e-005,-0.00608526735187,0,5.03522953376e-005,-0.00466197340709,0,0.000451784243529,0.000451784243529,-0.000279673469004,-0.000279673469004
19,analytic_3p1,standard3nu,ND+FD,uniform,0.1,0,0.01,0,0.100167421162,2.79378021478,2.12197098951,0,0.671809225273,0,1.57965832611,0.542312663398,0.0275654477365,0.0105481834027,1.53369421389,0.550163144484,1472,0,-0.00389661397266,0.00408785529822,0.00443521768427,0.00464304668776,0.00457407624453,0.00653944882386,-0.000277824153483,-0.000232992562002,-0.000411407720371,-0.00240463028317,-0.000185982290202,0.00869153985981,0,-0.000185982290202,0.00632227299714,0,5.81268784161e-005,-0.00891369573954,0,5.81268784161e-005,-0.00680789341481,0,0.000658622047222,0.000658622047222,-0.000406951855225,-0.000406951855225
20,analytic_3p1,standard3nu,ND+FD,uniform,0.1,0,0.0146779926762,0,0.121451120659,6.00705724418,4.57172011817,0,1.43533712601,0,3.37152184178,1.2001982764,0.0591342801319,0.022582632552,3.30972555695,1.18027764854,1472,0,-0.00569697359722,0.00597670446572,0.00648285183343,0.00678485348867,0.0066981516462,0.00959701724369,-0.000405938710602,-0.000338910517701,-0.000613587387004,-0.00355307629429,-0.000236908669096,0.0127177462192,0,-0.000236908669096,0.00920766243743,0,5.06807911082e-005,-0.013041251764,0,5.06807911082e-005,-0.00991598124824,0,0.000957092962447,0.000957092962446,-0.000589739855251,-0.000589739855251
21,analytic_3p1,standard3nu,ND+FD,uniform,0.1,0,0.0215443469003,0,0.147312149232,12.9087463254,9.85646716577,0,3.05227915962,0,7.16388060676,2.69258655901,0.126644134294,0.0481878768062,7.15296428952,2.52867086515,1472,0,-0.00831080596722,0.00871917592347,0.00945409508785,0.00989089451862,0.00979574565303,0.0140777654223,-0.00059162087054,-0.000490685267962,-0.000922233797422,-0.00526333660893,-0.000268036604222,0.0185720141243,0,-0.000268036604219,0.0133551512081,0,-2.25821745033e-006,-0.0190414049963,0,-2.25821745032e-006,-0.0143852832797,0,0.00138439068627,0.00138439068627,-0.000849577656618,-0.000849577656618
22,analytic_3p1,standard3nu,ND+FD,uniform,0.1,0,0.0316227766017,0,0.178778770218,27.7295093176,21.2895380496,0,6.43997126802,0,15.1209644591,6.16857359046,0.270679011767,0.102288129337,15.505064686,5.41150622241,1472,0,-0.0120793168832,0.012673552635,0.013735027537,0.0143625274976,0.0142947949424,0.0206277822854,-0.000858547833862,-0.00070519959698,-0.00140251192766,-0.00782106983412,-0.000215546762966,0.0270239951066,0,-0.000215546762969,0.0192443589129,0,-0.000174805097149,-0.0277015933734,0,-0.000174805097149,-0.0207362276213,0,0.00198938321438,0.00198938321438,-0.00121374177755,-0.00121374177755
23,analytic_3p1,standard3nu,ND+FD,uniform,0.1,0,0.0464158883361,0,0.217145940847,59.5960944799,46.193669362,0,13.402425118,0,31.598881094,14.594788268,0.577460107502,0.215292029687,33.814411916,11.5865053087,1472,0,-0.0174443055308,0.0183041587055,0.0198252237231,0.0207180518449,0.0207832029314,0.0301488082135,-0.00123648685786,-0.0010012853901,-0.00217205568793,-0.011660860236,8.58933908505e-005,0.0390557438297,0,8.58933908424e-005,0.027430391226,0,-0.000645829558809,-0.0400272818449,0,-0.000645829558809,-0.0295782707358,0,0.00283433750742,0.00283433750742,-0.00171562932622,-0.00171562932622
24,analytic_3p1,standard3nu,ND+FD,uniform,0.1,0,0.0681292069058,0,0.2640742499,128.486777488,101.288707054,0,27.1980704334,0,65.0401469631,36.2485600911,1.23218331832,0.446892374288,74.6569953494,24.9526360122,1472,0,-0.0248976496492,0.0261292798388,0.0282835882666,0.0295374511983,0.0300219287331,0.0438177720803,-0.00175548143289,-0.00139228367671,-0.00346232245084,-0.0174341484056,0.00104994039951,0.0556811468715,0,0.00104994039951,0.0383612925672,0,-0.00184678314705,-0.0570634952197,0,-0.00184678314705,-0.0414300118422,0,0.00400319312006,0.00400319312006,-0.0024022114192,-0.0024022114192
25,analytic_3p1,standard3nu,ND+FD,uniform,0.1,0,0.1,0,0.321750554397,279.718864039,227.006216092,0,52.7126479468,0,130.779691371,96.2265247211,2.64772751586,0.90892862232,168.692691841,54.7568681125,1472,0,-0.034780675997,0.0365133735116,0.0395173987492,0.0412467413232,0.0429245075838,0.0629960032695,-0.00242562782697,-0.00186339342842,-0.00578824616416,-0.0261089264391,0.00367635644925,0.0772884655967,0,0.00367635644926,0.051800818128,0,-0.00480449404124,-0.0792478124656,0,-0.00480449404124,-0.0561500447499,0,0.00566304656891,0.00566304656891,-0.0033952230401,-0.0033952230401
26,analytic_3p1,standard3nu,ND+FD,uniform,0.133352143216,0,1e-005,0,0.00316228293065,1.55767100728e-005,1.55767100728e-005,0,0,0,8.04835199714e-006,7.5283580757e-006,3.11752649377e-007,8.83124205711e-008,1.08718262518e-005,4.30481875111e-006,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,analytic_3p1,standard3nu,ND+FD,uniform,0.133352143216,0,1.46779926762e-005,0,0.00383119622197,3.36029262991e-005,3.36029262991e-005,0,0,0,1.73837178327e-005,1.62192084664e-005,6.72615453398e-007,1.90497541855e-007,2.34529027671e-005,9.28691053671e-006,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,analytic_3p1,standard3nu,ND+FD,uniform,0.133352143216,0,2.15443469003e-005,0,0.00464160550044,7.23959957109e-005,7.23959957109e-005,0,0,0,3.74535337767e-005,3.49424619342e-005,1.4493884833e-006,4.09835436073e-007,5.05375156134e-005,1.99992561782e-005,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,analytic_3p1,standard3nu,ND+FD,uniform,0.133352143216,0,3.16227766017e-005,0,0.00562344289032,0.000155932384872,0.000155932384872,0,0,0,8.06535335059e-005,7.5278851366e-005,3.12287612101e-006,8.82904771399e-007,0.000108859805747,4.30667982327e-005,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,analytic_3p1,standard3nu,ND+FD,uniform,0.133352143216,0,4.64158883361e-005,0,0.00681297339631,0.000335874415301,0.000335874415301,0,0,0,0.000173698643056,0.000162175772244,6.7280261383e-006,1.90265254289e-006,0.000234466031467,9.27777051519e-005,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,analytic_3p1,standard3nu,ND+FD,uniform,0.133352143216,0,6.81292069058e-005,0,0.00825413557911,0.000287939465801,0.00025732606727,0,3.06133985308e-005,0,0.000238952636657,1.83734306131e-005,3.52158685253e-006,9.67801431536e-007,0.000186075032229,6.67616467579e-005,1472,0,-2.59538556034e-005,2.73161891491e-005,3.13204710968e-005,3.35413090675e-005,3.38264338555e-005,4.46689184653e-005,-2.11851284528e-006,-1.22199647615e-006,-4.55672189855e-006,-1.57459674778e-005,-1.8709412199e-006,6.32721373265e-005,0,-1.87094121974e-006,3.25565933102e-005,0,2.78321181699e-007,-6.60449330347e-005,0,2.78321181699e-007,-3.85801859291e-005,0,6.22654235127e-006,6.22654235127e-006,-3.11660573676e-006,-3.11660573676e-006
32,analytic_3p1,standard3nu,ND+FD,uniform,0.133352143216,0,0.0001,0,0.0100001666742,0.000620338313207,0.000554393222809,0,6.59450903977e-005,0,0.000514805287401,3.95879354082e-005,7.58610649963e-006,2.08482475322e-006,0.000400885470153,0.000143836821404,1472,0,-3.80924447299e-005,4.00919557708e-005,4.59690859695e-005,4.92287696811e-005,4.96476508519e-005,6.55623724271e-005,-3.10929342903e-006,-1.7934773384e-006,-6.68841633293e-006,-2.3112093404e-005,-2.7440320482e-006,9.28634364059e-005,0,-2.74403204826e-006,4.77823289958e-005,0,4.06494277331e-007,-9.69331507319e-005,0,4.06494277331e-007,-5.66234037125e-005,0,9.13853837697e-006,9.13853837697e-006,-4.57393992007e-006,-4.57393992007e-006
33,analytic_3p1,standard3nu,ND+FD,uniform,0.133352143216,0,0.000146779926762,0,0.0121155729858,0.00133636691199,0.00119432225832,0,0.000142044653674,0,0.00110902122238,8.53010359396e-005,1.63436718251e-005,4.49106187717e-006,0.000863632140761,0.000309855383856,1472,0,-5.59065030322e-005,5.88411251929e-005,6.74668262977e-005,7.22512475156e-005,7.28668993346e-005,9.62267337563e-005,-4.56327244266e-006,-2.63210266244e-006,-9.81739922531e-006,-3.39242352729e-005,-4.02304470118e-006,0.000136289157493,0,-4.02304470125e-006,7.01257916327e-005,0,5.92240676561e-007,-0.000142262269171,0,5.92240676561e-007,-8.31019647229e-005,0,1.34118991378e-005,1.34118991378e-005,-6.7123375607e-006,-6.7123375607e-006
34,analytic_3p1,standard3nu,ND+FD,uniform,0.133352143216,0,0.000215443469003,0,0.0146785197736,0.00287871289055,0.00257278098364,0,0.000305931906905,0,0.00238896933983,0.000183811643807,3.52086202841e-005,9.67380218211e-006,0.00186040119024,0.000667497370934,1472,0,-8.20475466884e-005,8.63544256206e-005,9.90136154359e-005,0.000106035883452,0.000106941299168,0.000141229316213,-6.69679126867e-006,-3.86261834327e-006,-1.44102866761e-005,-4.97946597757e-005,-5.8950177896e-006,0.000200011244313,0,-5.89501778889e-006,0.000102911032646,0,8.59786491663e-007,-0.000208777685431,0,8.59786491663e-007,-0.00012195583424,0,1.96824398756e-005,1.96824398756e-005,-9.84958819503e-006,-9.84958819503e-006
35,analytic_3p1,standard3nu,ND+FD,uniform,0.133352143216,0,0.000316227766017,0,0.0177837314693,0.00620083677468,0.00554202372531,0,0.000658813049367,0,0.00514589909304,0.000396124632268,7.58436915364e-005,2.08350921567e-005,0.00400745875872,0.0014378861829,1472,0,-0.000120403523989,0.000126723956961,0.00014530164193,0.000155608271248,0.000156941034772,0.000207269972126,-9.82701029656e-006,-5.6678679436e-006,-2.11520855216e-005,-7.30900544263e-005,-8.63114894651e-006,0.000293503364237,0,-8.63114894612e-006,0.000151010614152,0,1.24151831537e-006,-0.000306368826862,0,1.24151831537e-006,-0.000178961078444,0,2.88822503391e-005,2.88822503391e-005,-1.44512351033e-005,-1.44512351033e-005
36,analytic_3p1,standard3nu,ND+FD,uniform,0.133352143216,0,0.000464158883361,0,0.0215460139152,0.0133554912822,0.0119370613387,0,0.00141842994346,0,0.0110832739012,0.000853787437552,0.000163366604288,4.48673677422e-005,0.00863162384785,0.00309720351885,1472,0,-0.000176672608709,0.000185947148509,0.000213207995602,0.000228334656983,0.000230299056031,0.000304174012271,-1.44186171557e-005,-8.31567223862e-006,-3.1048468669e-005,-0.000107284731295,-1.26223568701e-005,0.000430646766744,0,-1.26223568695e-005,0.000221562519225,0,1.77818603238e-006,-0.000449526560031,0,1.77818603238e-006,-0.000262580688006,0,4.23769194362e-005,4.23769194362e-005,-2.1198613574e-005,-2.1198613574e-005
37,analytic_3p1,standard3nu,ND+FD,uniform,0.133352143216,0,0.000681292069058,0,0.0261045368649,0.0287615491117,0.0257086048425,0,0.00305294426923,0,0.0238680243317,0.00184058051081,0.000351860452123,9.65987209427e-005,0.0185894218125,0.00667072385691,1472,0,-0.000259200146824,0.000272807735442,0.000312805099927,0.000335004982636,0.000337905907108,0.000446344209888,-2.11518701337e-005,-1.21979388277e-005,-4.5576030536e-005,-0.000157479332732,-1.84270373761e-005,0.000631764222171,0,-1.84270373778e-005,0.000325013802627,0,2.51497965992e-006,-0.000659467081057,0,2.51497965992e-006,-0.000385204072983,0,6.21653944626e-005,6.21653944626e-005,-3.10874940326e-005,-3.10874940326e-005
38,analytic_3p1,standard3nu,ND+FD,uniform,0.133352143216,0,0.001,0,0.0316280494376,0.0619270056611,0.0553590237141,0,0.00656798194694,0,0.0513899542178,0.0039690694963,0.000757735196,0.000207910816238,0.0400280783693,0.0143652993326,1472,0,-0.000380195724549,0.000400156922812,0.00045883035607,0.000491408821195,0.000495704609612,0.000654880394549,-3.10213531517e-005,-1.78873257081e-005,-6.69031051677e-005,-0.000231162821462,-2.68316344583e-005,0.000926573206559,0,-2.68316344568e-005,0.000476633869819,0,3.48672505911e-006,-0.000967216280134,0,3.48672505911e-006,-0.000564946257403,0,9.11699316435e-005,9.11699316435e-005,-4.5570192491e-005,-4.55701924909e-005
39,analytic_3p1,standard3nu,ND+FD,uniform,0.133352143216,0,0.00146779926762,0,0.0383212470469,0.13329805715,0.119177425015,0,0.0141206321351,0,0.11061466824,0.00856275677531,0.00163146705958,0.000447283330913,0.086169564987,0.0309291096379,1472,0,-0.000557495013221,0.000586768166072,0.000672814262068,0.000720618889931,0.000727005512502,0.00096066544225,-4.54785181166e-005,-2.62188155045e-005,-9.82144431999e-005,-0.000339332269138,-3.89190211376e-005,0.00135845116534,0,-3.89190211377e-005,0.000698695633893,0,4.67666486772e-006,-0.00141806571068,0,4.67666486772e-006,-0.000828245369284,0,0.000133654314943,0.000133654314943,-6.67583529003e-005,-6.67583529003e-005
40,analytic_3p1,standard3nu,ND+FD,uniform,0.133352143216,0,0.00215443469003,0,0.0464325711818,0.286804399616,0.256476067822,0,0.0303283317938,0,0.237990918861,0.0184851489607,0.00351166722378,0.000961603549194,0.185431196074,0.0665716009754,1472,0,-0.00081709286837,0.000860004212743,0.000986141509298,0.00105627889808,0.00106582763676,0.00140884059653,-6.66357185311e-005,-3.84060134177e-005,-0.000144188890012,-0.000498139284618,-5.61246347154e-005,0.00199054656112,0,-5.61246347151e-005,0.00102359082916,0,5.91396574457e-006,-0.00207795956918,0,5.91396574457e-006,-0.00121358184328,0,0.000195821714697,0.000195821714697,-9.77079613971e-005,-9.77079613971e-005
41,analytic_3p1,standard3nu,ND+FD,uniform,0.133352143216,0,0.00316227766017,0,0.0562638127644,0.616710404762,0.551665519789,0,0.0650448849731,0,0.511720903588,0.0399446162008,0.00755554755944,0.00206529569093,0.398819788768,0.143224887771,1472,0,-0.0011967473408,0.00125961239352,0.00144440921026,0.00154729171883,0.00156168125052,0.00206525703303,-9.75545168291e-005,-5.6204454317e-005,-0.00021170265784,-0.000731312426427,-8.02235381398e-005,0.00291442673816,0,-8.02235381356e-005,0.00149821717036,0,6.63280886472e-006,-0.00304253892545,0,6.63280886472e-006,-0.00177673638208,0,0.000286657364618,0.000286657364618,-0.000142810113327,-0.000142810113327
